time,latitude,longitude,altitude,apogeu,vel_vertical,q1,q2,q3,q4,accel_int,status,voltage_int,fix
16170,0.0,0.0,6747,13495,0,-0.6500973105430603,0.29434239864349365,0.25670796632766724,-0.6517952680587769,107,1,39,0
16190,0.0,0.0,6747,13495,0,-0.6499481797218323,0.2945276200771332,0.2569851577281952,-0.6517511010169983,106,1,39,0
16210,0.0,0.0,6747,13495,0,-0.649764358997345,0.2947768568992615,0.2572212815284729,-0.6517285704612732,106,1,39,0
16225,0.0,0.0,6746,13495,0,-0.6497527360916138,0.2950029969215393,0.25742724537849426,-0.6515564322471619,106,1,39,0
16286,0.0,0.0,6746,13495,0,-0.6497252583503723,0.2956222891807556,0.25752392411231995,-0.6512649059295654,106,1,39,0
16320,0.0,0.0,6746,13495,0,-0.6496136784553528,0.2960267961025238,0.2578624188899994,-0.6510584950447083,106,1,39,0
16340,0.0,0.0,6746,13495,0,-0.6495380997657776,0.29633671045303345,0.25804072618484497,-0.6509222388267517,107,1,39,0
16360,0.0,0.0,6746,13495,0,-0.6495434045791626,0.2964622378349304,0.25836485624313354,-0.6507312059402466,107,1,39,0
16380,0.0,0.0,6746,13495,0,-0.6495201587677002,0.29690104722976685,0.25837141275405884,-0.6505517363548279,106,1,39,0
16400,0.0,0.0,6747,13495,0,-0.6494206786155701,0.29739463329315186,0.2584037482738495,-0.6504127383232117,107,1,39,0
16420,0.0,0.0,6747,13495,0,-0.649344801902771,0.2975497841835022,0.2586982250213623,-0.6503004431724548,107,1,39,0
16440,0.0,0.0,6747,13495,0,-0.6493059396743774,0.2977341413497925,0.2590031325817108,-0.650133490562439,106,1,39,0
16460,0.0,0.0,6746,13495,0,-0.649139404296875,0.2980602979660034,0.2592054307460785,-0.6500697135925293,107,1,39,0
16480,0.0,0.0,6746,13495,0,-0.6491237282752991,0.2981409430503845,0.25960227847099304,-0.6498900055885315,106,1,39,0
16500,0.0,0.0,6746,13495,0,-0.6489850878715515,0.298255056142807,0.2599583864212036,-0.6498337388038635,106,1,39,0
16520,0.0,0.0,6746,13495,0,-0.6488368511199951,0.2984127402305603,0.2603095471858978,-0.6497688293457031,106,1,39,0
16540,0.0,0.0,6746,13495,0,-0.6487419605255127,0.2984987795352936,0.2606755793094635,-0.6496773362159729,107,1,39,0
16560,0.0,0.0,6747,13495,0,-0.6486636996269226,0.298666775226593,0.26097434759140015,-0.6495583057403564,106,1,39,0
16580,0.0,0.0,6747,13495,0,-0.6485289335250854,0.2988962233066559,0.26121172308921814,-0.6494919061660767,107,1,39,0
16595,0.0,0.0,6746,13495,0,-0.6484909653663635,0.2989453077316284,0.26162341237068176,-0.6493415236473083,106,1,39,0
16656,0.0,0.0,6747,13495,0,-0.6482785940170288,0.29927781224250793,0.2620326280593872,-0.6492353677749634,106,1,39,0
16690,0.0,0.0,6747,13495,0,-0.6480441093444824,0.29982250928878784,0.26227298378944397,-0.649121105670929,106,1,39,0
16710,0.0,0.0,6746,13495,0,-0.6478995680809021,0.3002050220966339,0.26233312487602234,-0.649064302444458,106,1,39,0
16730,0.0,0.0,6746,13495,0,-0.647697925567627,0.30062708258628845,0.26242488622665405,-0.6490330696105957,107,1,39,0
16750,0.0,0.0,6746,13495,0,-0.6476098299026489,0.3009750247001648,0.2625730037689209,-0.6488997936248779,106,1,39,0
16770,0.0,0.0,6746,13495,0,-0.6474568247795105,0.3012230396270752,0.26277798414230347,-0.6488544344902039,107,1,39,0
16790,0.0,0.0,6746,13495,0,-0.6473315954208374,0.3014744818210602,0.2629927694797516,-0.648775577545166,107,1,39,0
16810,0.0,0.0,6746,13495,0,-0.647222101688385,0.30188441276550293,0.2630900740623474,-0.6486546993255615,106,1,39,0
16830,0.0,0.0,6747,13495,0,-0.6471092104911804,0.3021378815174103,0.2633260488510132,-0.6485536098480225,107,1,39,0
16850,0.0,0.0,6746,13495,0,-0.6470058560371399,0.30265843868255615,0.26329880952835083,-0.6484250426292419,107,1,39,0
16870,0.0,0.0,6746,13495,0,-0.6469769477844238,0.30302247405052185,0.2634286880493164,-0.6482310891151428,106,1,39,0
16890,0.0,0.0,6746,13495,0,-0.6469410061836243,0.3032330870628357,0.2636944055557251,-0.6480604410171509,106,1,39,0
16910,0.0,0.0,6746,13495,0,-0.646965503692627,0.30329981446266174,0.2641282379627228,-0.6478279829025269,107,1,39,0
16930,0.0,0.0,6746,13495,0,-0.6468135714530945,0.3033319115638733,0.2646067142486572,-0.6477694511413574,107,1,39,0
16950,0.0,0.0,6746,13495,0,-0.6467174887657166,0.30332309007644653,0.2651037871837616,-0.6476662755012512,106,1,39,0
16965,0.0,0.0,6746,13495,0,-0.6465106010437012,0.30370184779167175,0.2652624845504761,-0.6476303339004517,106,1,39,0
16986,0.0,0.0,6746,13495,0,-0.6464927792549133,0.30388322472572327,0.2655726671218872,-0.6474359035491943,106,1,39,0
17065,0.0,0.0,6746,13495,0,-0.6461760997772217,0.30450239777565,0.2664776146411896,-0.6470891833305359,106,1,39,0
17126,0.0,0.0,6746,13495,0,-0.6459167003631592,0.3049704134464264,0.26679348945617676,-0.6469975709915161,105,1,39,0
17185,0.0,0.0,6746,13495,0,-0.6454510688781738,0.3057047724723816,0.26698729395866394,-0.6470357775688171,107,1,39,0
17250,0.0,0.0,6746,13495,0,-0.6454111933708191,0.306016743183136,0.2671692669391632,-0.6468529105186462,106,1,39,0
17270,0.0,0.0,6746,13495,0,-0.6454540491104126,0.30609139800071716,0.26755353808403015,-0.6466159820556641,107,1,39,0
17290,0.0,0.0,6746,13495,0,-0.6452863812446594,0.3064601421356201,0.26771509647369385,-0.6465418338775635,107,1,39,0
17310,0.0,0.0,6746,13495,0,-0.6451891660690308,0.3067536950111389,0.2678891122341156,-0.6464275121688843,106,1,39,0
17330,0.0,0.0,6746,13495,0,-0.6450269222259521,0.3070506155490875,0.2680983245372772,-0.646361768245697,106,1,39,0
17350,0.0,0.0,6746,13495,0,-0.645015299320221,0.30717772245407104,0.2684127688407898,-0.6461823582649231,107,1,39,0
17370,0.0,0.0,6746,13495,0,-0.6450608968734741,0.3071672022342682,0.2688571512699127,-0.6459571123123169,106,1,39,0
17390,0.0,0.0,6746,13495,0,-0.6449314951896667,0.3074459135532379,0.26905685663223267,-0.645870566368103,106,1,39,0
17410,0.0,0.0,6747,13495,0,-0.6448025107383728,0.3076086640357971,0.2693917751312256,-0.6457822322845459,106,1,39,0
17430,0.0,0.0,6747,13495,0,-0.6446667909622192,0.3078199625015259,0.26966267824172974,-0.6457039713859558,107,1,39,0
17450,0.0,0.0,6747,13495,0,-0.6445888876914978,0.3080577254295349,0.2698901295661926,-0.6455733776092529,106,1,39,0
17470,0.0,0.0,6747,13495,0,-0.6445528864860535,0.30832725763320923,0.27011504769325256,-0.6453865170478821,106,1,39,0
17490,0.0,0.0,6746,13495,0,-0.6444721817970276,0.30851447582244873,0.27040132880210876,-0.6452577114105225,106,1,39,0
17515,0.0,0.0,6747,13495,0,-0.6443431377410889,0.30915626883506775,0.2707376778125763,-0.6449382901191711,106,1,39,0
17580,0.0,0.0,6747,13495,0,-0.6442896127700806,0.30947956442832947,0.2708885669708252,-0.6447733640670776,106,1,39,0
17600,0.0,0.0,6747,13495,0,-0.6441810727119446,0.30974358320236206,0.27113184332847595,-0.644652783870697,106,1,39,0
17620,0.0,0.0,6747,13495,0,-0.6439896821975708,0.31002840399742126,0.2713346779346466,-0.6446216702461243,106,1,39,0
17640,0.0,0.0,6747,13495,0,-0.6438503265380859,0.3101500868797302,0.2717236280441284,-0.6445385813713074,106,1,39,0
17660,0.0,0.0,6747,13495,0,-0.6436468958854675,0.3103509247303009,0.2719849944114685,-0.6445348262786865,106,1,39,0
17680,0.0,0.0,6747,13495,0,-0.6434599757194519,0.31057703495025635,0.2722511291503906,-0.644500195980072,106,1,39,0
17700,0.0,0.0,6747,13495,0,-0.6433430314064026,0.3108082711696625,0.2724914848804474,-0.6444038152694702,106,1,39,0
17720,0.0,0.0,6747,13495,0,-0.6433010697364807,0.3109506666660309,0.27283263206481934,-0.6442326903343201,107,1,39,0
17740,0.0,0.0,6747,13495,0,-0.6431165933609009,0.311237633228302,0.27305418252944946,-0.644184410572052,107,1,39,0
17760,0.0,0.0,6746,13495,0,-0.6429823637008667,0.31143108010292053,0.2733321785926819,-0.6441070437431335,106,1,39,0
17780,0.0,0.0,6746,13495,0,-0.642838180065155,0.3118532598018646,0.273423433303833,-0.6440079212188721,107,1,39,0
17800,0.0,0.0,6746,13495,0,-0.6426998972892761,0.3120020031929016,0.27380210161209106,-0.6439130306243896,106,1,39,0
17820,0.0,0.0,6746,13495,0,-0.6426606178283691,0.31209471821784973,0.274183452129364,-0.6437450051307678,106,1,39,0
17840,0.0,0.0,6746,13495,0,-0.6425426602363586,0.31239762902259827,0.274440735578537,-0.6436061859130859,107,1,39,0
17860,0.0,0.0,6746,13495,0,-0.6424750685691833,0.31249135732650757,0.2748246192932129,-0.6434643268585205,106,1,39,0
17885,0.0,0.0,6747,13495,0,-0.6425091624259949,0.31313908100128174,0.27542710304260254,-0.642857551574707,107,1,39,0
17960,0.0,0.0,6747,13495,0,-0.6423363089561462,0.31351569294929504,0.2757604420185089,-0.6427037715911865,107,1,39,0
17980,0.0,0.0,6747,13495,0,-0.6421940326690674,0.31399890780448914,0.27582401037216187,-0.6425827741622925,106,1,39,0
18000,0.0,0.0,6747,13495,0,-0.6421388983726501,0.31425967812538147,0.27605077624320984,-0.6424130201339722,107,1,39,0
18020,0.0,0.0,6747,13495,0,-0.6420817375183105,0.3145657181739807,0.2762899398803711,-0.6422174572944641,107,1,39,0
18040,0.0,0.0,6747,13495,0,-0.6419548392295837,0.3149743378162384,0.27641984820365906,-0.6420881748199463,106,1,39,0
18060,0.0,0.0,6747,13495,0,-0.6417855620384216,0.315216988325119,0.2766346335411072,-0.642045795917511,106,1,39,0
18080,0.0,0.0,6747,13495,0,-0.6416410207748413,0.3154277801513672,0.27687856554985046,-0.6419816017150879,106,1,39,0
18100,0.0,0.0,6747,13495,0,-0.6415048837661743,0.3156888782978058,0.2771029770374298,-0.6418924927711487,107,1,39,0
18120,0.0,0.0,6747,13495,0,-0.6414366364479065,0.3159262239933014,0.2774079442024231,-0.6417121291160583,107,1,39,0
18140,0.0,0.0,6747,13495,0,-0.6412742137908936,0.31624937057495117,0.27759605646133423,-0.6416339874267578,106,1,39,0
18160,0.0,0.0,6747,13495,0,-0.6410894989967346,0.3165622055530548,0.2778114974498749,-0.641571044921875,106,1,39,0
18180,0.0,0.0,6747,13495,0,-0.6410602331161499,0.31677907705307007,0.27810904383659363,-0.641364336013794,107,1,39,0
18200,0.0,0.0,6747,13495,0,-0.6410059332847595,0.3170517086982727,0.2783445119857788,-0.6411816477775574,106,1,39,0
18220,0.0,0.0,6747,13495,0,-0.6409215331077576,0.3171636164188385,0.27873852849006653,-0.6410395503044128,106,1,39,0
18240,0.0,0.0,6747,13495,0,-0.640755295753479,0.31713375449180603,0.2792325019836426,-0.6410055160522461,106,1,39,0
18265,0.0,0.0,6747,13495,0,-0.6406835317611694,0.31717950105667114,0.2801511585712433,-0.640653669834137,106,1,39,0
18326,0.0,0.0,6747,13495,0,-0.6406236290931702,0.31752756237983704,0.28031206130981445,-0.6404707431793213,107,1,39,0
18350,0.0,0.0,6747,13495,0,-0.6403394341468811,0.3180825710296631,0.2803066074848175,-0.6404819488525391,106,1,39,0
18370,0.0,0.0,6747,13495,0,-0.6401196122169495,0.3184860646724701,0.280378133058548,-0.6404698491096497,107,1,39,0
18390,0.0,0.0,6747,13495,0,-0.6401243805885315,0.31857213377952576,0.280813068151474,-0.6402316689491272,107,1,39,0
18410,0.0,0.0,6747,13495,0,-0.6398655772209167,0.3188040852546692,0.2810932695865631,-0.6402519345283508,106,1,39,0
18430,0.0,0.0,6747,13495,0,-0.6397979259490967,0.31910228729248047,0.28127920627593994,-0.6400893330574036,106,1,39,0
18450,0.0,0.0,6747,13495,0,-0.6396327614784241,0.3194621801376343,0.2814342975616455,-0.6400066614151001,106,1,39,0
18470,0.0,0.0,6747,13495,0,-0.6395012736320496,0.31975868344306946,0.2816050052642822,-0.6399149298667908,107,1,39,0
18490,0.0,0.0,6747,13495,0,-0.6393354535102844,0.3200157582759857,0.28181686997413635,-0.6398588418960571,107,1,39,0
18510,0.0,0.0,6747,13495,0,-0.6392781138420105,0.32027801871299744,0.2820175588130951,-0.639696478843689,107,1,39,0
18530,0.0,0.0,6747,13495,0,-0.6392298936843872,0.320522665977478,0.2822139263153076,-0.6395354866981506,106,1,39,0
18550,0.0,0.0,6747,13495,0,-0.6391425132751465,0.32061174511909485,0.2825744152069092,-0.6394189596176147,106,1,39,0
18570,0.0,0.0,6747,13495,0,-0.6390126347541809,0.3209571838378906,0.28271910548210144,-0.6393115520477295,107,1,39,0
18590,0.0,0.0,6747,13495,0,-0.6388893127441406,0.32097551226615906,0.28312817215919495,-0.639244556427002,106,1,39,0
18610,0.0,0.0,6747,13495,0,-0.6387706398963928,0.3213275074958801,0.283298134803772,-0.6391109824180603,107,1,39,0
18635,0.0,0.0,6747,13495,0,-0.6387021541595459,0.32193028926849365,0.2834608256816864,-0.6388038992881775,106,1,39,0
18697,0.0,0.0,6747,13495,0,-0.6386189460754395,0.32235658168792725,0.284083753824234,-0.6383952498435974,107,1,39,0
18770,0.0,0.0,6747,13495,0,-0.6384611129760742,0.322652667760849,0.2845366299152374,-0.6382018327713013,107,1,39,0
18790,0.0,0.0,6747,13495,0,-0.6382047533988953,0.3231315612792969,0.2845984399318695,-0.6381884217262268,106,1,39,0
18810,0.0,0.0,6747,13495,0,-0.6380437612533569,0.32342013716697693,0.28480255603790283,-0.6381121277809143,106,1,39,0
18830,0.0,0.0,6747,13495,0,-0.6379430890083313,0.3237350285053253,0.28499332070350647,-0.6379678845405579,106,1,39,0
18850,0.0,0.0,6747,13495,0,-0.6379496455192566,0.32390812039375305,0.2852849066257477,-0.6377431750297546,106,1,39,0
18870,0.0,0.0,6747,13495,0,-0.6378858685493469,0.32408061623573303,0.28558868169784546,-0.637583315372467,106,1,39,0
18890,0.0,0.0,6747,13495,0,-0.6377718448638916,0.32419151067733765,0.2859824597835541,-0.6374644637107849,107,1,39,0
18910,0.0,0.0,6747,13495,0,-0.6376001834869385,0.3245296776294708,0.28619101643562317,-0.6373705267906189,107,1,39,0
18930,0.0,0.0,6747,13495,0,-0.6374154686927795,0.3250350058078766,0.2861801087856293,-0.6373026967048645,106,1,39,0
18950,0.0,0.0,6747,13495,0,-0.6371707916259766,0.32537737488746643,0.28639838099479675,-0.6372746229171753,106,1,39,0
18970,0.0,0.0,6747,13495,0,-0.6369897127151489,0.32558608055114746,0.28669431805610657,-0.6372159719467163,106,1,39,0
18990,0.0,0.0,6747,13495,0,-0.636806845664978,0.3257009983062744,0.28705182671546936,-0.6371790766716003,106,1,39,0
19010,0.0,0.0,6747,13495,0,-0.6367122530937195,0.3259143531322479,0.287297785282135,-0.6370536088943481,106,1,39,0
19030,0.0,0.0,6747,13495,0,-0.6366704702377319,0.3261435329914093,0.28754737973213196,-0.6368654370307922,106,1,39,0
19055,0.0,0.0,6747,13495,0,-0.6366086602210999,0.3263305425643921,0.28808242082595825,-0.6365895867347717,106,1,39,0
19120,0.0,0.0,6747,13495,0,-0.6364951729774475,0.3266947865486145,0.28845730423927307,-0.6363464593887329,107,1,39,0
19140,0.0,0.0,6747,13495,0,-0.6363834142684937,0.3267019987106323,0.2889234125614166,-0.6362430453300476,106,1,39,0
19160,0.0,0.0,6747,13495,0,-0.6363592743873596,0.32704028487205505,0.2891501188278198,-0.6359903812408447,106,1,39,0
19180,0.0,0.0,6747,13495,0,-0.6361767649650574,0.3272266983985901,0.28943270444869995,-0.6359485387802124,106,1,39,0
19200,0.0,0.0,6747,13495,0,-0.6360320448875427,0.32742807269096375,0.2897234857082367,-0.6358572244644165,106,1,39,0
19220,0.0,0.0,6747,13495,0,-0.636035144329071,0.3277489244937897,0.2899210453033447,-0.6355987191200256,106,1,39,0
19240,0.0,0.0,6747,13495,0,-0.635884165763855,0.3280796706676483,0.2901126742362976,-0.6354917287826538,106,1,39,0
19260,0.0,0.0,6747,13495,0,-0.6358169317245483,0.3283470571041107,0.29034578800201416,-0.6353143453598022,107,1,39,0
19280,0.0,0.0,6747,13495,0,-0.6357993483543396,0.32858529686927795,0.2905983030796051,-0.6350933313369751,107,1,39,0
19300,0.0,0.0,6747,13495,0,-0.6356626749038696,0.3288949728012085,0.29076889157295227,-0.6349917054176331,106,1,39,0
19320,0.0,0.0,6747,13495,0,-0.6355505585670471,0.3292631506919861,0.2909109890460968,-0.6348480582237244,106,1,39,0
19340,0.0,0.0,6746,13495,0,-0.6353655457496643,0.3295682966709137,0.2911146879196167,-0.634781539440155,106,1,39,0
19360,0.0,0.0,6746,13495,0,-0.6351261734962463,0.32975438237190247,0.29140377044677734,-0.6347917914390564,107,1,39,0
19380,0.0,0.0,6747,13495,0,-0.635028064250946,0.32996416091918945,0.29169026017189026,-0.6346493363380432,106,1,39,0
19400,0.0,0.0,6746,13495,0,-0.6349537372589111,0.3300723433494568,0.29200997948646545,-0.634520411491394,106,1,39,0
19425,0.0,0.0,6746,13495,0,-0.6347245573997498,0.3303806185722351,0.29249247908592224,-0.634367048740387,106,1,39,0
19490,0.0,0.0,6746,13495,0,-0.6344422698020935,0.3309911787509918,0.2926696836948395,-0.6342493891716003,106,1,39,0
19510,0.0,0.0,6746,13495,0,-0.6342813372612,0.331122487783432,0.29302728176116943,-0.6341767311096191,106,1,39,0
19530,0.0,0.0,6746,13495,0,-0.6340657472610474,0.3314450979232788,0.2932719886302948,-0.6341106295585632,107,1,39,0
19550,0.0,0.0,6746,13495,0,-0.6340482234954834,0.3316860795021057,0.2935376763343811,-0.6338791847229004,106,1,39,0
19570,0.0,0.0,6746,13495,0,-0.6339418292045593,0.33184224367141724,0.29385021328926086,-0.6337590217590332,106,1,39,0
19590,0.0,0.0,6746,13495,0,-0.6338585019111633,0.3319735825061798,0.2942160964012146,-0.6336038112640381,106,1,39,0
19610,0.0,0.0,6746,13495,0,-0.6336652636528015,0.33235159516334534,0.29436230659484863,-0.6335310339927673,106,1,39,0
19630,0.0,0.0,6746,13495,0,-0.6335653066635132,0.33247071504592896,0.294727623462677,-0.6333986520767212,107,1,39,0
19650,0.0,0.0,6746,13495,0,-0.633500337600708,0.3325895667076111,0.2950768768787384,-0.6332386136054993,107,1,39,0
19670,0.0,0.0,6746,13495,0,-0.6335277557373047,0.33288273215293884,0.2952861785888672,-0.6329594850540161,107,1,39,0
19690,0.0,0.0,6746,13495,0,-0.6333914995193481,0.33320701122283936,0.29542702436447144,-0.6328595280647278,106,1,39,0
19710,0.0,0.0,6746,13495,0,-0.6333699226379395,0.3334061801433563,0.2957093119621277,-0.6326443552970886,107,1,39,0
19730,0.0,0.0,6746,13495,0,-0.633348822593689,0.33372244238853455,0.29589030146598816,-0.6324140429496765,107,1,39,0
19750,0.0,0.0,6746,13495,0,-0.6331943869590759,0.33396580815315247,0.29611024260520935,-0.6323372721672058,105,1,39,0
19770,0.0,0.0,6746,13495,0,-0.6330553293228149,0.3342238962650299,0.2963823676109314,-0.6322126388549805,107,1,39,0
19795,0.0,0.0,6746,13495,0,-0.6328839659690857,0.3346499502658844,0.29674047231674194,-0.6319908499717712,106,1,39,0
19856,0.0,0.0,6747,13495,0,-0.6327086091041565,0.33535075187683105,0.2968693971633911,-0.631734311580658,106,1,39,0
19880,0.0,0.0,6747,13495,0,-0.632549524307251,0.33556199073791504,0.29713428020477295,-0.6316568851470947,107,1,39,0
19900,0.0,0.0,6747,13495,0,-0.632426917552948,0.3359575569629669,0.2972524166107178,-0.631513774394989,107,1,39,0
19920,0.0,0.0,6747,13495,0,-0.6324113011360168,0.3363402783870697,0.2974005937576294,-0.6312559247016907,107,1,39,0
19940,0.0,0.0,6747,13495,0,-0.6322335004806519,0.33659759163856506,0.2976752519607544,-0.6311674118041992,106,1,39,0
19960,0.0,0.0,6747,13495,0,-0.6321247220039368,0.33673712611198425,0.29798439145088196,-0.6310560703277588,107,1,39,0
19980,0.0,0.0,6747,13495,0,-0.6319761872291565,0.33687201142311096,0.298348605632782,-0.6309607028961182,106,1,39,0
20000,0.0,0.0,6747,13495,0,-0.6317145824432373,0.3368801772594452,0.29880276322364807,-0.6310034394264221,107,1,39,0
20020,0.0,0.0,6747,13495,0,-0.6316860318183899,0.3371141254901886,0.2991233766078949,-0.6307551264762878,107,1,39,0
20040,0.0,0.0,6747,13495,0,-0.6316149234771729,0.33727920055389404,0.29949232935905457,-0.6305630207061768,107,1,39,0
20060,0.0,0.0,6747,13495,0,-0.6313990950584412,0.3373948037624359,0.29989007115364075,-0.6305282711982727,106,1,39,0
20080,0.0,0.0,6747,13495,0,-0.6313379406929016,0.33757519721984863,0.30022183060646057,-0.6303349733352661,106,1,39,0
20100,0.0,0.0,6747,13495,0,-0.6312054991722107,0.337830513715744,0.30048292875289917,-0.6302064657211304,106,1,39,0
20120,0.0,0.0,6747,13495,0,-0.6310657858848572,0.33804449439048767,0.30076509714126587,-0.6300970315933228,106,1,39,0
20140,0.0,0.0,6747,13495,0,-0.6308867335319519,0.33837535977363586,0.30098605155944824,-0.629993200302124,106,1,39,0
20165,0.0,0.0,6747,13495,0,-0.6306903958320618,0.33893826603889465,0.30117350816726685,-0.6297975778579712,106,1,39,0
20227,0.0,0.0,6748,13497,0,-0.6305439472198486,0.3396414816379547,0.30150097608566284,-0.6294085383415222,106,1,39,0
20300,0.0,0.0,6748,13497,0,-0.630256175994873,0.3400447964668274,0.30181023478507996,-0.6293308734893799,106,1,39,0
20320,0.0,0.0,6748,13497,0,-0.6301215291023254,0.3402559757232666,0.3020797371864319,-0.6292222142219543,107,1,39,0
20340,0.0,0.0,6748,13497,0,-0.6300591230392456,0.34048840403556824,0.3023267984390259,-0.6290403008460999,106,1,39,0
20360,0.0,0.0,6748,13497,0,-0.629979133605957,0.3407366871833801,0.3025408685207367,-0.6288830041885376,106,1,39,0
20380,0.0,0.0,6747,13497,0,-0.6299102902412415,0.3409291207790375,0.3028368055820465,-0.6287052035331726,106,1,39,0
20400,0.0,0.0,6747,13497,0,-0.6298109292984009,0.3411008417606354,0.3031546175479889,-0.6285583972930908,106,1,39,0
20420,0.0,0.0,6747,13497,0,-0.6296671628952026,0.341478168964386,0.30330535769462585,-0.6284248232841492,106,1,39,0
20440,0.0,0.0,6747,13497,0,-0.6295694708824158,0.34161576628685,0.30366137623786926,-0.628275990486145,106,1,39,0
20460,0.0,0.0,6747,13497,0,-0.6295578479766846,0.34181153774261475,0.30397719144821167,-0.6280283331871033,106,1,39,0
20480,0.0,0.0,6747,13497,0,-0.6293997168540955,0.341976135969162,0.304318904876709,-0.6279317736625671,106,1,39,0
20500,0.0,0.0,6747,13497,0,-0.629276692867279,0.34232237935066223,0.3045464754104614,-0.6277560591697693,106,1,39,0
20520,0.0,0.0,6747,13497,0,-0.6290992498397827,0.34262269735336304,0.3047879934310913,-0.6276528835296631,107,1,39,0
20540,0.0,0.0,6747,13497,0,-0.6289176940917969,0.3428649306297302,0.30509284138679504,-0.6275544166564941,106,1,39,0
20560,0.0,0.0,6747,13497,0,-0.6288406848907471,0.34298521280288696,0.3054674565792084,-0.6273836493492126,106,1,39,0
20585,0.0,0.0,6747,13497,0,-0.6285669803619385,0.34353840351104736,0.3057478964328766,-0.6272185444831848,106,1,39,0
20650,0.0,0.0,6747,13497,0,-0.6283655762672424,0.34407660365104675,0.3059524595737457,-0.6270255446434021,107,1,39,0
20670,0.0,0.0,6747,13497,0,-0.6281493306159973,0.3443076014518738,0.3062398433685303,-0.6269751787185669,107,1,39,0
20690,0.0,0.0,6747,13497,0,-0.6279411911964417,0.34466880559921265,0.3064519762992859,-0.6268815398216248,106,1,39,0
20710,0.0,0.0,6747,13497,0,-0.627760648727417,0.3448573350906372,0.3067851662635803,-0.6267957091331482,107,1,39,0
20730,0.0,0.0,6747,13497,0,-0.627541720867157,0.34515804052352905,0.3069906234741211,-0.62674880027771,106,1,39,0
20750,0.0,0.0,6747,13497,0,-0.6273415684700012,0.345404714345932,0.3072815537452698,-0.6266706585884094,106,1,39,0
20770,0.0,0.0,6747,13497,0,-0.6271669268608093,0.34574198722839355,0.3074982464313507,-0.6265532374382019,106,1,39,0
20790,0.0,0.0,6747,13497,0,-0.6269818544387817,0.345989853143692,0.30774202942848206,-0.6264819502830505,106,1,39,0
20810,0.0,0.0,6747,13497,0,-0.626862645149231,0.34606948494911194,0.30811959505081177,-0.6263716816902161,107,1,39,0
20830,0.0,0.0,6747,13497,0,-0.626750648021698,0.34620681405067444,0.30850300192832947,-0.6262191534042358,106,1,39,0
20850,0.0,0.0,6747,13497,0,-0.626738965511322,0.34635844826698303,0.30885937809944153,-0.6259711980819702,107,1,39,0
20870,0.0,0.0,6747,13497,0,-0.626594603061676,0.3466235399246216,0.3091191351413727,-0.6258407831192017,106,1,39,0
20890,0.0,0.0,6747,13497,0,-0.626592755317688,0.3467986285686493,0.30944663286209106,-0.6255837082862854,107,1,39,0
20910,0.0,0.0,6747,13497,0,-0.6265227794647217,0.3472023010253906,0.3095577359199524,-0.6253749132156372,106,1,39,0
20930,0.0,0.0,6747,13497,0,-0.6264582276344299,0.3475165367126465,0.30978718400001526,-0.6251513361930847,107,1,39,0
20955,0.0,0.0,6747,13497,0,-0.6263524889945984,0.34786465764045715,0.31016165018081665,-0.6248779892921448,106,1,39,0
21020,0.0,0.0,6746,13497,0,-0.6261853575706482,0.3483237326145172,0.3105500638484955,-0.6245967745780945,106,1,39,0
21040,0.0,0.0,6746,13497,0,-0.6259983777999878,0.34852954745292664,0.3108057379722595,-0.624542236328125,106,1,39,0
21060,0.0,0.0,6746,13497,0,-0.625985860824585,0.3489166796207428,0.31095701456069946,-0.6242632269859314,106,1,39,0
21080,0.0,0.0,6746,13497,0,-0.6258487105369568,0.34919968247413635,0.3111498951911926,-0.6241464018821716,106,1,39,0
21100,0.0,0.0,6747,13497,0,-0.6256498098373413,0.34943586587905884,0.3114053010940552,-0.6240862607955933,106,1,39,0
21120,0.0,0.0,6747,13497,0,-0.6254746913909912,0.34980833530426025,0.31153517961502075,-0.6239882707595825,106,1,39,0
21140,0.0,0.0,6747,13497,0,-0.6253278851509094,0.3500685393810272,0.31180834770202637,-0.6238530278205872,106,1,39,0
21160,0.0,0.0,6747,13497,0,-0.625200092792511,0.35026925802230835,0.31212809681892395,-0.6237084865570068,106,1,39,0
21180,0.0,0.0,6747,13497,0,-0.6251393556594849,0.3504640460014343,0.312433123588562,-0.6235072612762451,107,1,39,0
21200,0.0,0.0,6747,13497,0,-0.624902069568634,0.35073322057724,0.31268441677093506,-0.623467743396759,106,1,39,0
21220,0.0,0.0,6747,13497,0,-0.6247715950012207,0.35087618231773376,0.3130873739719391,-0.6233158111572266,106,1,39,0
21240,0.0,0.0,6747,13497,0,-0.6245843172073364,0.3513129949569702,0.31317612528800964,-0.6232128739356995,106,1,39,0
21260,0.0,0.0,6747,13497,0,-0.6244766712188721,0.3514196276664734,0.31356552243232727,-0.6230648756027222,106,1,39,0
21280,0.0,0.0,6747,13497,0,-0.6243314743041992,0.3517182171344757,0.3137831687927246,-0.6229322552680969,106,1,39,0
21300,0.0,0.0,6747,13497,0,-0.6241468787193298,0.3519497811794281,0.3140961825847626,-0.6228287220001221,107,1,39,0
21325,0.0,0.0,6747,13497,0,-0.6240185499191284,0.35210731625556946,0.3146757185459137,-0.6225757002830505,106,1,39,0
21386,0.0,0.0,6747,13497,0,-0.623884916305542,0.35242778062820435,0.3151063919067383,-0.6223103404045105,106,1,39,0
